"","X","order","Col2","S_ID","sample.","site","month","day","microsite","rep","method","location","quantity","order.1","family","subfamily","Col16","genus","species","highest.rtu","Size..mm.","width","sex","Col23","uniID"
"116",821,474,NA,NA,NA,"CaS","Aug",5,"open",9,"PT","ET",2,"Hymenoptera","Formicidae",NA,NA,"Dorymyrmex","insanus","Dorymyrmexinsanus",NA,NA,NA,NA,"CaSAugopen9"
"117",822,862,NA,NA,NA,"CaS","Sept",21,"open",10,"PT","ET",1,"Hymenoptera","Formicidae",NA,NA,"Dorymyrmex","insanus","Dorymyrmexinsanus",NA,NA,NA,NA,"CaSSeptopen10"
"118",823,506,NA,NA,NA,"CaS","Aug",5,"open",11,"PT","ET",1,"Hymenoptera","Formicidae",NA,NA,"Dorymyrmex","insanus","Dorymyrmexinsanus",NA,NA,NA,NA,"CaSAugopen11"
"119",824,575,NA,NA,NA,"CaS","July",13,"shrub",2,"PT","ET",2,"Hymenoptera","Formicidae",NA,NA,"Dorymyrmex ","insanus","Dorymyrmexinsanus",NA,NA,NA,NA,"CaSJulyshrub2"
"120",825,780,NA,NA,NA,"CaS","Sept",21,"shrub",2,"PT","ET",1,"Hymenoptera","Formicidae",NA,NA,"Dorymyrmex","insanus","Dorymyrmexinsanus",NA,NA,NA,NA,"CaSSeptshrub2"
"121",826,598,NA,NA,NA,"CaS","July",13,"shrub",3,"PT","ET",5,"Hymenoptera","Formicidae",NA,NA,"Dorymyrmex ","insanus","Dorymyrmexinsanus",NA,NA,NA,NA,"CaSJulyshrub3"
"122",827,622,NA,NA,NA,"CaS","July",13,"shrub",4,"PT","ET",1,"Hymenoptera","Formicidae",NA,NA,"Dorymyrmex ","insanus","Dorymyrmexinsanus",NA,NA,NA,NA,"CaSJulyshrub4"
"123",828,809,NA,NA,NA,"CaS","Sept",21,"shrub",4,"PT","ET",1,"Hymenoptera","Formicidae",NA,NA,"Dorymyrmex","insanus","Dorymyrmexinsanus",NA,NA,NA,NA,"CaSSeptshrub4"
"124",829,652,NA,NA,NA,"CaS","July",13,"shrub",5,"PT","ET-15",1,"Hymenoptera","Formicidae",NA,NA,"Dorymyrmex","insanus","Dorymyrmexinsanus",NA,NA,NA,NA,"CaSJulyshrub5"
"125",830,821,NA,NA,NA,"CaS","Sept",21,"shrub",5,"PT","ET",1,"Hymenoptera","Formicidae",NA,NA,"Dorymyrmex","insanus","Dorymyrmexinsanus",NA,NA,NA,NA,"CaSSeptshrub5"
"126",831,665,NA,NA,NA,"CaS","July",13,"shrub",6,"PT","ET",2,"Hymenoptera","Formicidae",NA,NA,"Dorymyrmex ","insanus","Dorymyrmexinsanus",NA,NA,NA,NA,"CaSJulyshrub6"
"127",832,695,NA,NA,NA,"CaS","July",13,"shrub",8,"PT","ET",1,"Hymenoptera","Formicidae",NA,NA,"Dorymyrmex ","insanus","Dorymyrmexinsanus",NA,NA,NA,NA,"CaSJulyshrub8"
"128",833,719,NA,NA,NA,"CaS","July",13,"shrub",9,"PT","ET",1,"Hymenoptera","Formicidae",NA,NA,"Dorymyrmex ","insanus","Dorymyrmexinsanus",NA,NA,NA,NA,"CaSJulyshrub9"
"129",834,867,NA,NA,NA,"CaS","Sept",21,"shrub",10,"PT","ET",1,"Hymenoptera","Formicidae",NA,NA,"Dorymyrmex","insanus","Dorymyrmexinsanus",NA,NA,NA,NA,"CaSSeptshrub10"
"130",835,1066,NA,NA,NA,"CaSl","July",12,"open",1,"PT","ET",4,"Hymenoptera","Formicidae",NA,NA,"Dorymyrmex","insanus","Dorymyrmexinsanus",NA,NA,NA,NA,"CaSlJulyopen1"
"131",836,1091,NA,NA,NA,"CaSl","July",12,"open",2,"PT","ET",9,"Hymenoptera","Formicidae",NA,NA,"Dorymyrmex","insanus","Dorymyrmexinsanus",NA,NA,NA,NA,"CaSlJulyopen2"
"132",837,1126,NA,NA,NA,"CaSl","July",12,"open",3,"PT","ET",6,"Hymenoptera","Formicidae",NA,NA,"Dorymyrmex","insanus","Dorymyrmexinsanus",NA,NA,NA,NA,"CaSlJulyopen3"
"133",838,1148,NA,"CaSl-J12-O4-PT-2","Y","CaSl","July",12,"open",4,"PT","ET",4,"Hymenoptera","Formicidae",NA,NA,"Dorymyrmex","insanus","Dorymyrmexinsanus",NA,NA,NA,NA,"CaSlJulyopen4"
"134",839,1233,NA,NA,NA,"CaSl","July",12,"open",7,"PT","ET",4,"Hymenoptera","Formicidae",NA,NA,"Dorymyrmex","insanus","Dorymyrmexinsanus",NA,NA,NA,NA,"CaSlJulyopen7"
"135",840,1283,NA,NA,NA,"CaSl","July",12,"open",9,"PT","ET",1,"Hymenoptera","Formicidae",NA,NA,"Dorymyrmex","insanus","Dorymyrmexinsanus",NA,NA,NA,NA,"CaSlJulyopen9"
"136",841,1350,NA,NA,NA,"CaSl","July",12,"open",12,"PT","ET",1,"Hymenoptera","Formicidae",NA,NA,"Dorymyrmex","insanus","Dorymyrmexinsanus",NA,NA,NA,NA,"CaSlJulyopen12"
"137",842,1076,NA,NA,NA,"CaSl","July",12,"shrub",1,"PT","ET",6,"Hymenoptera","Formicidae",NA,NA,"Dorymyrmex","insanus","Dorymyrmexinsanus",NA,NA,NA,NA,"CaSlJulyshrub1"
"138",843,1100,NA,NA,NA,"CaSl","July",12,"shrub",2,"PT","ET",7,"Hymenoptera","Formicidae",NA,NA,"Dorymyrmex","insanus","Dorymyrmexinsanus",NA,NA,NA,NA,"CaSlJulyshrub2"
"139",844,1134,NA,NA,NA,"CaSl","July",12,"shrub",3,"PT","ET",3,"Hymenoptera","Formicidae",NA,NA,"Dorymyrmex","insanus","Dorymyrmexinsanus",NA,NA,NA,NA,"CaSlJulyshrub3"
"140",845,1168,NA,NA,NA,"CaSl","July",12,"shrub",4,"PT","ET",3,"Hymenoptera","Formicidae",NA,NA,"Dorymyrmex","insanus","Dorymyrmexinsanus",NA,NA,NA,NA,"CaSlJulyshrub4"
"141",846,1256,NA,NA,NA,"CaSl","July",12,"shrub",7,"PT","ET",2,"Hymenoptera","Formicidae",NA,NA,"Dorymyrmex","insanus","Dorymyrmexinsanus",NA,NA,NA,NA,"CaSlJulyshrub7"
"142",847,1720,NA,NA,NA,"Coal","July",19,"open",11,"PT","ET",1,"Hymenoptera","Formicidae",NA,NA,"Dorymyrmex","insanus","Dorymyrmexinsanus",NA,NA,NA,NA,"CoalJulyopen11"
"143",1200,2,NA,NA,NA,"Aven","Aug",11,"open",1,"PT","ET",2,"Hymenoptera","Formicidae",NA,NA,"Forelius","pruinosus","Foreliuspruinosis",NA,NA,NA,NA,"AvenAugopen1"
"144",1201,11,1120,NA,NA,"Aven","Aug",11,"open",2,"PT","ET",6,"Hymenoptera","Formicidae",NA,NA,"Forelius","pruinosus","Foreliuspruinosis",NA,NA,NA,NA,"AvenAugopen2"
"145",1202,31,1118,NA,NA,"Aven","Aug",11,"open",4,"PT","ET",3,"Hymenoptera","Formicidae",NA,NA,"Forelius","pruinosus","Foreliuspruinosis",NA,NA,"F",NA,"AvenAugopen4"
"146",1203,40,1117,NA,NA,"Aven","Aug",11,"open",5,"PT","ET",5,"Hymenoptera","Formicidae",NA,NA,"Forelius","pruinosus","Foreliuspruinosis",NA,NA,NA,NA,"AvenAugopen5"
"147",1204,54,1110,NA,NA,"Aven","Aug",11,"open",6,"PT","ET",7,"Hymenoptera","Formicidae",NA,NA,"Forelius","pruinosus","Foreliuspruinosis",NA,NA,NA,NA,"AvenAugopen6"
"148",1205,65,NA,NA,NA,"Aven","Aug",11,"open",7,"PT","ET",3,"Hymenoptera","Formicidae",NA,NA,"Forelius","pruinosus","Foreliuspruinosis",NA,NA,NA,NA,"AvenAugopen7"
"149",1206,73,1109,NA,NA,"Aven","Aug",11,"open",8,"PT","ET",1,"Hymenoptera","Formicidae",NA,NA,"Forelius","pruinosus","Foreliuspruinosis",NA,NA,NA,NA,"AvenAugopen8"
"150",1207,85,NA,NA,NA,"Aven","Aug",11,"open",9,"PT","ET",3,"Hymenoptera","Formicidae",NA,NA,"Forelius","pruinosus","Foreliuspruinosis",NA,NA,"F",NA,"AvenAugopen9"
"151",1208,286,NA,NA,NA,"Aven","Sept",9,"open",9,"PT","ET",1,"Hymenoptera","Formicidae",NA,NA,"Forelius","pruinosis","Foreliuspruinosis",NA,NA,NA,NA,"AvenSeptopen9"
"152",1209,294,NA,NA,NA,"Aven","Sept",9,"open",10,"PT","ET",2,"Hymenoptera","Formicidae",NA,NA,"Forelius","pruinosis","Foreliuspruinosis",NA,NA,NA,NA,"AvenSeptopen10"
"153",1210,106,NA,NA,NA,"Aven","Aug",11,"open",11,"PT","ET",2,"Hymenoptera","Formicidae",NA,NA,"Forelius","pruinosis","Foreliuspruinosis",NA,NA,NA,NA,"AvenAugopen11"
"154",1211,312,NA,NA,NA,"Aven","Sept",9,"open",12,"PT","ET",14,"Hymenoptera","Formicidae",NA,NA,"Forelius","pruinosis","Foreliuspruinosis",NA,NA,NA,NA,"AvenSeptopen12"
"155",1212,20,NA,NA,NA,"Aven","Aug",11,"shrub",2,"PT","ET",1,"Hymenoptera","Formicidae",NA,NA,"Forelius","pruinosis","Foreliuspruinosis",NA,NA,NA,NA,"AvenAugshrub2"
"156",1213,38,NA,NA,NA,"Aven","Aug",11,"shrub",4,"PT","ET",8,"Hymenoptera","Formicidae",NA,NA,"Forelius","pruinosis","Foreliuspruinosis",NA,NA,NA,NA,"AvenAugshrub4"
"157",1214,47,NA,NA,NA,"Aven","Aug",11,"shrub",5,"PT","ET",5,"Hymenoptera","Formicidae",NA,NA,"Forelius","pruinosus","Foreliuspruinosis",NA,NA,NA,NA,"AvenAugshrub5"
"158",1215,68,1115,NA,NA,"Aven","Aug",11,"shrub",7,"PT","ET",4,"Hymenoptera","Formicidae",NA,NA,"Forelius","pruinosus","Foreliuspruinosis",NA,NA,NA,NA,"AvenAugshrub7"
"159",1216,82,NA,NA,NA,"Aven","Aug",11,"shrub",8,"PT","ET",2,"Hymenoptera","Formicidae",NA,NA,"Forelius","pruinosus","Foreliuspruinosis",NA,NA,"F",NA,"AvenAugshrub8"
"160",1217,329,NA,NA,NA,"CaS","Aug",5,"open",1,"PT","ET",2,"Hymenoptera","Formicidae",NA,NA,"Forelius","pruinsous","Foreliuspruinosis",NA,NA,NA,NA,"CaSAugopen1"
"161",1218,353,NA,"CaS-A5-O2-PT-1","Y","CaS","Aug",5,"open",2,"PT","ET",3,"Hymenoptera","Formicidae",NA,NA,"Forelius","pruinosus","Foreliuspruinosis",NA,NA,NA,NA,"CaSAugopen2"
"162",1219,370,NA,NA,NA,"CaS","Aug",5,"open",3,"PT","ET",1,"Hymenoptera","Formicidae",NA,NA,"Forelius","pruinosis","Foreliuspruinosis",NA,NA,NA,NA,"CaSAugopen3"
"163",1220,789,NA,NA,NA,"CaS","Sept",21,"open",3,"PT","ET",1,"Hymenoptera","Formicidae",NA,NA,"Forelius","pruinosis","Foreliuspruinosis",NA,NA,NA,NA,"CaSSeptopen3"
"164",1221,801,NA,NA,NA,"CaS","Sept",21,"open",4,"PT","ET",1,"Hymenoptera","Formicidae",NA,NA,"Forelius","pruinosis","Foreliuspruinosis",NA,NA,NA,NA,"CaSSeptopen4"
"165",1222,815,NA,NA,NA,"CaS","Sept",21,"open",5,"PT","ET",1,"Hymenoptera","Formicidae",NA,NA,"Forelius","pruinosis","Foreliuspruinosis",NA,NA,NA,NA,"CaSSeptopen5"
"166",1223,427,NA,NA,NA,"CaS","Aug",5,"open",6,"PT","ET",1,"Hymenoptera","Formicidae",NA,NA,"Forelius","pruinosis","Foreliuspruinosis",NA,NA,NA,NA,"CaSAugopen6"
"167",1224,439,NA,NA,NA,"CaS","Aug",5,"open",7,"PT","ET",1,"Hymenoptera","Formicidae",NA,NA,"Forelius","pruinosus","Foreliuspruinosis",NA,NA,NA,NA,"CaSAugopen7"
"168",1225,688,NA,NA,NA,"CaS","July",13,"open",8,"PT","ET",3,"Hymenoptera","Formicidae",NA,NA,"Forelius","pruinosus","Foreliuspruinosis",NA,NA,NA,NA,"CaSJulyopen8"
"169",1226,711,NA,NA,NA,"CaS","July",13,"open",9,"PT","ET",1,"Hymenoptera","Formicidae",NA,NA,"Forelius","pruinosus","Foreliuspruinosis",NA,NA,NA,NA,"CaSJulyopen9"
"170",1227,725,NA,NA,NA,"CaS","July",13,"open",10,"PT","ET",1,"Hymenoptera","Formicidae",NA,NA,"Forelius","pruinosus","Foreliuspruinosis",NA,NA,NA,NA,"CaSJulyopen10"
"171",1228,505,NA,NA,NA,"CaS","Aug",5,"open",11,"PT","ET",2,"Hymenoptera","Formicidae",NA,NA,"Forelius","pruinosis","Foreliuspruinosis",NA,NA,NA,NA,"CaSAugopen11"
"172",1229,746,NA,NA,NA,"CaS","July",13,"open",11,"PT","ET",1,"Hymenoptera","Formicidae",NA,NA,"Forelius","pruinosus","Foreliuspruinosis",NA,NA,NA,NA,"CaSJulyopen11"
"173",1230,530,NA,NA,NA,"CaS","Aug",5,"open",12,"PT","ET",1,"Hymenoptera","Formicidae",NA,NA,"Forelius","pruinious","Foreliuspruinosis",NA,NA,NA,NA,"CaSAugopen12"
"174",1231,551,NA,NA,NA,"CaS","July",13,"shrub",1,"PT","ET",1,"Hymenoptera","Formicidae",NA,NA,"Forelius","pruinosus","Foreliuspruinosis",NA,NA,NA,NA,"CaSJulyshrub1"
"175",1232,770,NA,NA,NA,"CaS","Sept",21,"shrub",1,"PT","ET",1,"Hymenoptera","Formicidae",NA,NA,"Forelius","pruinosis","Foreliuspruinosis",NA,NA,NA,NA,"CaSSeptshrub1"
"176",1233,362,NA,NA,NA,"CaS","Aug",5,"shrub",2,"PT","ET",3,"Hymenoptera","Formicidae",NA,NA,"Forelius","pruinosis","Foreliuspruinosis",NA,NA,NA,NA,"CaSAugshrub2"
"177",1234,382,NA,NA,NA,"CaS","Aug",5,"shrub",3,"PT","ET",2,"Hymenoptera","Formicidae",NA,NA,"Forelius","pruinosis","Foreliuspruinosis",NA,NA,NA,NA,"CaSAugshrub3"
"178",1235,393,NA,NA,NA,"CaS","Aug",5,"shrub",4,"PT","ET",1,"Hymenoptera","Formicidae",NA,NA,"Forelius","pruinous","Foreliuspruinosis",NA,NA,NA,NA,"CaSAugshrub4"
"179",1236,822,NA,NA,NA,"CaS","Sept",21,"shrub",5,"PT","ET",1,"Hymenoptera","Formicidae",NA,NA,"Forelius","pruinosis","Foreliuspruinosis",NA,NA,NA,NA,"CaSSeptshrub5"
"180",1237,454,NA,NA,NA,"CaS","Aug",5,"shrub",7,"PT","ET",1,"Hymenoptera","Formicidae",NA,NA,"Forelius","pruinosis","Foreliuspruinosis",NA,NA,NA,NA,"CaSAugshrub7"
"181",1238,3311,NA,NA,NA,"SiCr","July",23,"open",1,"PT","ET",1,"Hymenoptera","Formicidae",NA,NA,"Forelius","pruinosis","Foreliuspruinosis",NA,NA,NA,NA,"SiCrJulyopen1"
"182",1239,3227,NA,NA,NA,"SiCr","Aug",15,"open",2,"PT","ET",1,"Hymenoptera","Formicidae",NA,NA,"Forelius","pruinosis","Foreliuspruinosis",NA,NA,NA,NA,"SiCrAugopen2"
"183",1240,3336,NA,NA,NA,"SiCr","July",23,"open",2,"PT","ET",3,"Hymenoptera","Formicidae",NA,NA,"Forelius","pruinosus","Foreliuspruinosis",NA,NA,NA,NA,"SiCrJulyopen2"
"184",1241,3401,NA,NA,NA,"SiCr","July",23,"open",7,"PT","ET",1,"Hymenoptera","Formicidae",NA,NA,"Forelius","pruinosus","Foreliuspruinosis",NA,NA,NA,NA,"SiCrJulyopen7"
"185",1242,3330,NA,NA,NA,"SiCr","July",23,"shrub",1,"PT","ET",1,"Hymenoptera","Formicidae",NA,NA,"Forelius","pruinosus","Foreliuspruinosis",NA,NA,NA,NA,"SiCrJulyshrub1"
"186",1243,3346,NA,NA,NA,"SiCr","July",23,"shrub",2,"PT","ET",3,"Hymenoptera","Formicidae",NA,NA,"Forelius","pruinosus","Foreliuspruinosis",NA,NA,NA,NA,"SiCrJulyshrub2"
"187",1244,3355,NA,NA,NA,"SiCr","July",23,"shrub",3,"PT","ET",5,"Hymenoptera","Formicidae",NA,NA,"Forelius","pruinosus","Foreliuspruinosis",NA,NA,NA,NA,"SiCrJulyshrub3"
"188",1245,3374,NA,NA,NA,"SiCr","July",23,"shrub",4,"PT","ET",2,"Hymenoptera","Formicidae",NA,NA,"Forelius","pruinosis","Foreliuspruinosis",NA,NA,NA,NA,"SiCrJulyshrub4"
"189",1246,3432,NA,NA,NA,"SiCr","July",23,"shrub",10,"PT","ET",1,"Hymenoptera","Formicidae",NA,NA,"Forelius","pruinosus","Foreliuspruinosis",NA,NA,NA,NA,"SiCrJulyshrub10"
"190",1505,591,NA,NA,NA,"CaS","July",13,"open",3,"PT","ET",1,"Hymenoptera","Formicidae",NA,NA,"Messor","andrei","Messorandrei",NA,NA,NA,NA,"CaSJulyopen3"
"191",1506,634,NA,NA,NA,"CaS","July",13,"open",5,"PT","ET",35,"Hymenoptera","Formicidae",NA,NA,"Messor","andrei","Messorandrei",NA,NA,NA,NA,"CaSJulyopen5"
"192",1507,599,NA,NA,NA,"CaS","July",13,"shrub",3,"PT","ET",17,"Hymenoptera","Formicidae",NA,NA,"Messor","andrei","Messorandrei",NA,NA,NA,NA,"CaSJulyshrub3"
"193",1508,619,NA,NA,NA,"CaS","July",13,"shrub",4,"PT","ET",3,"Hymenoptera","Formicidae",NA,NA,"Messor","andrei","Messorandrei",NA,NA,NA,NA,"CaSJulyshrub4"
"194",1509,656,NA,NA,NA,"CaS","July",13,"shrub",5,"PT","ET-15",1,"Hymenoptera","Formicidae",NA,NA,"Messor","andrei","Messorandrei",NA,NA,NA,NA,"CaSJulyshrub5"
"195",1510,890,978,NA,NA,"CaSl","Aug",5,"open",1,"PT","ET",13,"Hymenoptera","Formicidae",NA,NA,"Messor","andrei","Messorandrei",NA,NA,NA,NA,"CaSlAugopen1"
"196",1511,1189,159,NA,NA,"CaSl","July",12,"open",6,"PT","ET",26,"Hymenoptera","Formicidae",NA,NA,"Messor","andrei","Messorandrei",NA,NA,NA,NA,"CaSlJulyopen6"
"197",1512,995,NA,NA,NA,"CaSl","Aug",5,"open",8,"PT","ET",1,"Hymenoptera","Formicidae",NA,NA,"Messor","andrei","Messorandrei",NA,NA,NA,NA,"CaSlAugopen8"
"198",1513,1019,NA,NA,NA,"CaSl","Aug",5,"open",10,"PT","ET",3,"Hymenoptera","Formicidae",NA,NA,"Messor","andrei","Messorandrei",NA,NA,NA,NA,"CaSlAugopen10"
"199",1514,1049,973,"CaSl-A5-O12-PT-Messor ","Y - 3","CaSl","Aug",5,"open",12,"PT","ET",19,"Hymenoptera","Formicidae",NA,NA,"Messor","andrei","Messorandrei",NA,NA,NA,NA,"CaSlAugopen12"
"200",1515,1349,NA,NA,NA,"CaSl","July",12,"open",12,"PT","ET",1,"Hymenoptera","Formicidae",NA,NA,"Messor","andrei","Messorandrei",NA,NA,NA,NA,"CaSlJulyopen12"
"201",1516,914,NA,NA,NA,"CaSl","Aug",5,"shrub",2,"PT","ET",2,"Hymenoptera","Formicidae",NA,NA,"Messor","andrei","Messorandrei",NA,NA,NA,NA,"CaSlAugshrub2"
"202",1517,1114,NA,NA,NA,"CaSl","July",12,"shrub",2,"PT","ET",1,"Hymenoptera","Formicidae",NA,NA,"Messor","andrei","Messorandrei",NA,NA,NA,NA,"CaSlJulyshrub2"
"203",1518,933,NA,NA,NA,"CaSl","Aug",5,"shrub",3,"PT","ET",2,"Hymenoptera","Formicidae",NA,NA,"Messor","andrei","Messorandrei",NA,NA,NA,NA,"CaSlAugshrub3"
"204",1519,1137,NA,NA,NA,"CaSl","July",12,"shrub",3,"PT","ET",2,"Hymenoptera","Formicidae",NA,NA,"Messor","andrei","Messorandrei",NA,NA,NA,NA,"CaSlJulyshrub3"
"205",1520,1183,NA,NA,NA,"CaSl","July",12,"shrub",5,"PT","ET",1,"Hymenoptera","Formicidae",NA,NA,"Messor","andrei","Messorandrei",NA,NA,NA,NA,"CaSlJulyshrub5"
"206",1521,1217,NA,NA,NA,"CaSl","July",12,"shrub",6,"PT","ET",3,"Hymenoptera","Formicidae",NA,NA,"Messor","andrei","Messorandrei",NA,NA,NA,NA,"CaSlJulyshrub6"
"207",1522,987,NA,NA,NA,"CaSl","Aug",5,"shrub",7,"PT","ET",1,"Hymenoptera","Formicidae",NA,NA,"Messor","andrei","Messorandrei",NA,NA,NA,NA,"CaSlAugshrub7"
"208",1523,1250,NA,NA,NA,"CaSl","July",12,"shrub",7,"PT","ET",3,"Hymenoptera","Formicidae",NA,NA,"Messor","andrei","Messorandrei",NA,NA,NA,NA,"CaSlJulyshrub7"
"209",1524,1058,NA,NA,NA,"CaSl","Aug",5,"shrub",12,"PT","ET",2,"Hymenoptera","Formicidae",NA,NA,"Messor","andrei","Messorandrei",NA,NA,NA,NA,"CaSlAugshrub12"
"210",1525,2710,NA,NA,NA,"PaPl","July",27,"open",2,"PT","ET",54,"Hymenoptera","Formicidae",NA,NA,"Messor","andrei","Messorandrei",NA,NA,NA,NA,"PaPlJulyopen2"
"211",1526,2738,739,NA,NA,"PaPl","July",27,"open",4,"PT","2 big tubes, many ants",1294,"Hymenoptera","Formicidae",NA,NA,"Messor","andrei","Messorandrei",NA,NA,NA,NA,"PaPlJulyopen4"
"212",1527,2740,NA,NA,NA,"PaPl","July",27,"open",4,"PT","ET - 2",290,"Hymenoptera","Formicidae",NA,NA,"Messor","andrei","Messorandrei",NA,NA,NA,NA,"PaPlJulyopen4"
"213",1528,2741,NA,NA,NA,"PaPl","July",27,"open",4,"PT","ET - 3",303,"Hymenoptera","Formicidae",NA,NA,"Messor","andrei","Messorandrei",NA,NA,NA,NA,"PaPlJulyopen4"
"214",1529,2717,NA,NA,NA,"PaPl","July",27,"shrub",2,"PT","ET",2,"Hymenoptera","Formicidae",NA,NA,"Messor","andrei","Messorandrei",NA,NA,NA,NA,"PaPlJulyshrub2"
"215",1530,2735,NA,NA,NA,"PaPl","July",27,"shrub",3,"PT","ET",1,"Hymenoptera","Formicidae",NA,NA,"Messor","andrei","Messorandrei",NA,NA,NA,NA,"PaPlJulyshrub3"
"216",1531,2751,NA,NA,NA,"PaPl","July",27,"shrub",4,"PT","ET",1,"Hymenoptera","Formicidae",NA,NA,"Messor","andrei","Messorandrei",NA,NA,NA,NA,"PaPlJulyshrub4"
"217",1532,2878,NA,NA,NA,"PaPl","Sept",13,"shrub",7,"PT","ET",3,"Hymenoptera","Formicidae",NA,NA,"Messor","andrei","Messorandrei",NA,NA,NA,NA,"PaPlSeptshrub7"
"218",1533,2885,NA,NA,NA,"PaPl","Sept",13,"shrub",8,"PT","ET",1,"Hymenoptera","Formicidae",NA,NA,"Messor ","andrei","Messorandrei",NA,NA,NA,NA,"PaPlSeptshrub8"
"219",1534,199,59,NA,NA,"Aven","July",24,"open",11,"PT","ET",3,"Hymenoptera","Formicidae",NA,NA,"Messor","pergandei","Messorpergandei",NA,NA,NA,NA,"AvenJulyopen11"
"220",1535,410,NA,"CaS-A-O5-PT-3",NA,"CaS","Aug",5,"open",5,"PT","pinned",1,"Hymenoptera","Formicidae",NA,NA,"Messor","pergandei","Messorpergandei",NA,NA,NA,NA,"CaSAugopen5"
"221",1536,676,NA,NA,NA,"CaS","July",13,"shrub",7,"PT","ET",1,"Hymenoptera","Formicidae",NA,NA,"Messor","pergandei","Messorpergandei",NA,NA,NA,NA,"CaSJulyshrub7"
"222",1537,1978,NA,NA,NA,"Lok","July",17,"open",2,"PT","ET",4,"Hymenoptera","Formicidae",NA,NA,"Messor","pergandei","Messorpergandei",NA,NA,NA,NA,"LokJulyopen2"
"223",1538,2125,NA,NA,NA,"Lok","Sept",26,"open",8,"PT","ET",1,"Hymenoptera","Formicidae",NA,NA,"Messor ","pergandei","Messorpergandei",NA,NA,NA,NA,"LokSeptopen8"
"224",1539,2106,NA,NA,NA,"Lok","Sept",26,"shrub",5,"PT","ET",1,"Hymenoptera","Formicidae",NA,NA,"Messor ","pergandei","Messorpergandei",NA,NA,NA,NA,"LokSeptshrub5"
"225",1540,2515,NA,NA,NA,"Mov","Sept",16,"open",6,"PT","ET",1,"Hymenoptera","Formicidae",NA,NA,"Messor ","pergandei","Messorpergandei",NA,NA,NA,NA,"MovSeptopen6"
"226",1541,2579,NA,NA,NA,"Mov","Sept",16,"open",11,"PT","ET",2,"Hymenoptera","Formicidae",NA,NA,"Messor","pergandei","Messorpergandei",NA,NA,NA,NA,"MovSeptopen11"
"227",1542,2591,NA,"Mov-S16-O12-PT-1","Y","Mov","Sept",16,"open",12,"PT","ET",18,"Hymenoptera","Formicidae",NA,NA,"Messor","pergandei","Messorpergandei",NA,NA,NA,NA,"MovSeptopen12"
"228",1543,2521,NA,NA,NA,"Mov","Sept",16,"shrub",6,"PT","ET",2,"Hymenoptera","Formicidae",NA,NA,"Messor ","pergandei","Messorpergandei",NA,NA,NA,NA,"MovSeptshrub6"
"229",1544,2565,NA,NA,NA,"Mov","Sept",16,"shrub",9,"PT","ET",1,"Hymenoptera","Formicidae",NA,NA,"Messor","pergandei","Messorpergandei",NA,NA,NA,NA,"MovSeptshrub9"
"230",1545,2582,NA,NA,NA,"Mov","Sept",16,"shrub",11,"PT","ET",50,"Hymenoptera","Formicidae",NA,NA,"Messor","pergandei","Messorpergandei",NA,NA,NA,NA,"MovSeptshrub11"
"231",1546,2599,NA,NA,NA,"Mov","Sept",16,"shrub",12,"PT","ET",8,"Hymenoptera","Formicidae",NA,NA,"Messor","pergandei","Messorpergandei",NA,NA,NA,NA,"MovSeptshrub12"
"232",1642,330,NA,NA,NA,"CaS","Aug",5,"open",1,"PT","ET",1,"Hymenoptera","Formicidae",NA,NA,"Myrmecocystus",NA,"Myrmecocystus",NA,NA,NA,NA,"CaSAugopen1"
"233",1643,765,NA,NA,NA,"CaS","Sept",21,"open",1,"PT","ET",1,"Hymenoptera","Formicidae",NA,NA,"Myrmecocystus",NA,"Myrmecocystus",NA,NA,NA,NA,"CaSSeptopen1"
"234",1644,562,NA,NA,NA,"CaS","July",13,"open",2,"PT","ET",4,"Hymenoptera","Formicidae",NA,NA,"Myrmecocystus",NA,"Myrmecocystus",NA,NA,NA,NA,"CaSJulyopen2"
"235",1645,773,NA,NA,NA,"CaS","Sept",21,"open",2,"PT","ET",2,"Hymenoptera","Formicidae",NA,NA,"Myrmecocystus",NA,"Myrmecocystus",NA,NA,NA,NA,"CaSSeptopen2"
"236",1646,588,NA,NA,NA,"CaS","July",13,"open",3,"PT","ET",3,"Hymenoptera","Formicidae",NA,NA,"Myrmecocystus",NA,"Myrmecocystus",NA,NA,NA,NA,"CaSJulyopen3"
"237",1647,784,NA,NA,NA,"CaS","Sept",21,"open",3,"PT","ET",3,"Hymenoptera","Formicidae",NA,NA,"Myrmecocystus",NA,"Myrmecocystus",NA,NA,NA,NA,"CaSSeptopen3"
"238",1648,610,NA,NA,NA,"CaS","July",13,"open",4,"PT","ET",3,"Hymenoptera","Formicidae",NA,NA,"Myrmecocystus",NA,"Myrmecocystus",NA,NA,NA,NA,"CaSJulyopen4"
"239",1649,404,NA,NA,NA,"CaS","Aug",5,"open",5,"PT","ET",5,"Hymenoptera","Formicidae",NA,NA,"Myrmecocytus",NA,"Myrmecocystus",NA,NA,NA,NA,"CaSAugopen5"
"240",1650,632,545,NA,NA,"CaS","July",13,"open",5,"PT","ET",2,"Hymenoptera","Formicidae",NA,NA,"Myrmecocystus",NA,"Myrmecocystus",NA,NA,NA,NA,"CaSJulyopen5"
"241",1651,814,NA,NA,NA,"CaS","Sept",21,"open",5,"PT","ET",1,"Hymenoptera","Formicidae",NA,NA,"Myrmecocystus",NA,"Myrmecocystus",NA,NA,NA,NA,"CaSSeptopen5"
