"","Cyphomyrmexwheeleri","Dorymyrmexbicolor","Dorymyrmexinsanus","Foreliuspruinosis","Messorandrei","Messorpergandei","Myrmecocystus","Pheidolehyatti","Pogonomyrmexcalifornicus","Solenopsisaurea","Solenopsismolesta","Solenopsisxyloni","Temnothoraxandrei","uniID"
"484",0,0,0,0,0,0,0,3,0,0,0,1,0,"SiCrAugshrub6"
"485",0,0,0,0,0,0,0,5,0,0,0,9,0,"SiCrAugshrub8"
"486",0,0,0,1,0,0,0,1,0,0,0,1,0,"SiCrJulyopen1"
"487",0,0,0,0,0,0,0,8,0,0,0,5,0,"SiCrJulyopen10"
"488",0,0,0,0,0,0,0,0,0,0,0,12,0,"SiCrJulyopen11"
"489",0,0,0,0,0,0,0,0,0,0,0,19,0,"SiCrJulyopen12"
"490",0,0,0,3,0,0,0,6,0,0,0,13,0,"SiCrJulyopen2"
"491",0,6,0,0,0,0,0,4,0,0,0,15,0,"SiCrJulyopen4"
"492",0,0,0,0,0,0,0,0,0,0,0,5,0,"SiCrJulyopen5"
"493",0,0,0,0,0,0,0,1,0,0,0,5,0,"SiCrJulyopen6"
"494",0,0,0,1,0,0,0,5,0,0,0,2,0,"SiCrJulyopen7"
"495",0,0,0,0,0,0,0,0,0,0,0,14,0,"SiCrJulyopen8"
"496",0,0,0,0,0,0,0,0,0,0,0,21,0,"SiCrJulyopen9"
"497",0,0,0,1,0,0,0,9,0,0,0,67,0,"SiCrJulyshrub1"
"498",0,0,0,1,0,0,0,44,0,0,0,17,0,"SiCrJulyshrub10"
"499",0,1,0,0,0,0,0,31,0,0,0,12,0,"SiCrJulyshrub11"
"500",0,0,0,0,0,0,0,13,0,0,0,2,0,"SiCrJulyshrub12"
"501",0,1,0,3,0,0,0,22,0,0,0,24,0,"SiCrJulyshrub2"
"502",0,0,0,5,0,0,0,66,0,0,0,48,0,"SiCrJulyshrub3"
"503",0,2,0,2,0,0,0,37,0,0,0,17,0,"SiCrJulyshrub4"
"504",0,0,0,0,0,0,0,8,0,0,0,9,0,"SiCrJulyshrub6"
"505",0,0,0,0,0,0,0,32,0,0,0,1,0,"SiCrJulyshrub7"
"506",0,0,0,0,0,0,0,39,0,0,0,0,0,"SiCrJulyshrub8"
"507",0,0,0,0,0,0,0,0,0,0,0,9,0,"SiCrJulyshrub9"
"508",0,0,0,0,0,0,0,0,0,0,0,25,0,"SiCrSeptopen11"
"509",0,0,0,0,0,0,0,2,0,0,0,6,0,"SiCrSeptopen2"
"510",0,0,0,0,0,0,0,0,0,0,0,5,0,"SiCrSeptopen4"
"511",0,0,0,0,0,0,0,3,0,0,0,17,0,"SiCrSeptopen5"
"512",0,0,0,0,0,0,0,0,0,0,0,29,0,"SiCrSeptopen6"
"513",0,0,0,0,0,0,0,0,0,0,0,10,0,"SiCrSeptopen7"
"514",0,0,0,0,0,0,0,7,0,0,0,316,0,"SiCrSeptopen8"
"515",0,0,0,0,0,0,0,0,0,0,0,7,0,"SiCrSeptopen9"
"516",0,0,0,0,0,0,0,56,0,0,0,1,0,"SiCrSeptshrub1"
"517",0,0,0,0,0,0,0,9,0,0,0,2,0,"SiCrSeptshrub10"
"518",0,0,0,0,0,0,0,1,0,0,0,11,0,"SiCrSeptshrub12"
"519",0,0,0,0,0,0,0,10,0,0,0,0,0,"SiCrSeptshrub2"
"520",0,0,0,0,0,0,0,41,0,0,0,0,0,"SiCrSeptshrub3"
"521",0,0,0,0,0,0,0,13,0,0,0,56,0,"SiCrSeptshrub4"
"522",0,0,0,0,0,0,0,3,0,0,0,17,0,"SiCrSeptshrub5"
"523",0,0,0,0,0,0,0,16,0,0,0,10,0,"SiCrSeptshrub6"
"524",0,0,0,0,0,0,0,22,0,0,0,440,0,"SiCrSeptshrub7"
"525",0,0,0,0,0,0,0,48,0,0,0,64,0,"SiCrSeptshrub8"
"526",0,0,0,0,0,0,0,0,0,0,0,1,0,"SiCrSeptshrub9"
"527",0,0,0,0,0,0,0,0,0,0,0,0,0,"AvenAugshrub11"
"528",0,0,0,0,0,0,0,0,0,0,0,0,0,"AvenJulyopen1"
"529",0,0,0,0,0,0,0,0,0,0,0,0,0,"AvenJulyshrub1"
"530",0,0,0,0,0,0,0,0,0,0,0,0,0,"AvenJulyshrub10"
"531",0,0,0,0,0,0,0,0,0,0,0,0,0,"AvenJulyshrub4"
"532",0,0,0,0,0,0,0,0,0,0,0,0,0,"AvenSeptopen1"
"533",0,0,0,0,0,0,0,0,0,0,0,0,0,"AvenSeptopen3"
"534",0,0,0,0,0,0,0,0,0,0,0,0,0,"AvenSeptopen4"
"535",0,0,0,0,0,0,0,0,0,0,0,0,0,"AvenSeptopen7"
"536",0,0,0,0,0,0,0,0,0,0,0,0,0,"AvenSeptopen8"
"537",0,0,0,0,0,0,0,0,0,0,0,0,0,"AvenSeptshrub2"
"538",0,0,0,0,0,0,0,0,0,0,0,0,0,"AvenSeptshrub4"
"539",0,0,0,0,0,0,0,0,0,0,0,0,0,"AvenSeptshrub6"
"540",0,0,0,0,0,0,0,0,0,0,0,0,0,"AvenSeptshrub7"
"541",0,0,0,0,0,0,0,0,0,0,0,0,0,"AvenSeptshrub8"
"542",0,0,0,0,0,0,0,0,0,0,0,0,0,"AvenSeptshrub9"
"543",0,0,0,0,0,0,0,0,0,0,0,0,0,"CaSJulyopen12"
"544",0,0,0,0,0,0,0,0,0,0,0,0,0,"CaSlSeptopen11"
"545",0,0,0,0,0,0,0,0,0,0,0,0,0,"CaSlSeptopen2"
"546",0,0,0,0,0,0,0,0,0,0,0,0,0,"CaSlSeptopen3"
"547",0,0,0,0,0,0,0,0,0,0,0,0,0,"CaSlSeptopen4"
"548",0,0,0,0,0,0,0,0,0,0,0,0,0,"CaSlSeptopen7"
"549",0,0,0,0,0,0,0,0,0,0,0,0,0,"CaSlSeptshrub12"
"550",0,0,0,0,0,0,0,0,0,0,0,0,0,"CaSlSeptshrub2"
"551",0,0,0,0,0,0,0,0,0,0,0,0,0,"CaSlSeptshrub5"
"552",0,0,0,0,0,0,0,0,0,0,0,0,0,"CaSlSeptshrub8"
"553",0,0,0,0,0,0,0,0,0,0,0,0,0,"CaSSeptshrub9"
"554",0,0,0,0,0,0,0,0,0,0,0,0,0,"CoalAugshrub10"
"555",0,0,0,0,0,0,0,0,0,0,0,0,0,"CoalAugshrub2"
"556",0,0,0,0,0,0,0,0,0,0,0,0,0,"CoalJulyopen2"
"557",0,0,0,0,0,0,0,0,0,0,0,0,0,"CoalJulyshrub3"
"558",0,0,0,0,0,0,0,0,0,0,0,0,0,"CoalSeptopen11"
"559",0,0,0,0,0,0,0,0,0,0,0,0,0,"CoalSeptopen6"
"560",0,0,0,0,0,0,0,0,0,0,0,0,0,"CoalSeptopen9"
"561",0,0,0,0,0,0,0,0,0,0,0,0,0,"CoalSeptshrub4"
"562",0,0,0,0,0,0,0,0,0,0,0,0,0,"CoalSeptshrub5"
"563",0,0,0,0,0,0,0,0,0,0,0,0,0,"CoalSeptshrub6"
"564",0,0,0,0,0,0,0,0,0,0,0,0,0,"CoalSeptshrub7"
"565",0,0,0,0,0,0,0,0,0,0,0,0,0,"LokAugopen10"
"566",0,0,0,0,0,0,0,0,0,0,0,0,0,"LokAugopen11"
"567",0,0,0,0,0,0,0,0,0,0,0,0,0,"LokAugopen12"
"568",0,0,0,0,0,0,0,0,0,0,0,0,0,"LokAugopen4"
"569",0,0,0,0,0,0,0,0,0,0,0,0,0,"LokAugopen7"
"570",0,0,0,0,0,0,0,0,0,0,0,0,0,"LokAugopen9"
"571",0,0,0,0,0,0,0,0,0,0,0,0,0,"LokAugshrub11"
"572",0,0,0,0,0,0,0,0,0,0,0,0,0,"LokAugshrub2"
"573",0,0,0,0,0,0,0,0,0,0,0,0,0,"LokAugshrub3"
"574",0,0,0,0,0,0,0,0,0,0,0,0,0,"LokAugshrub4"
"575",0,0,0,0,0,0,0,0,0,0,0,0,0,"LokAugshrub7"
"576",0,0,0,0,0,0,0,0,0,0,0,0,0,"LokJulyopen1"
"577",0,0,0,0,0,0,0,0,0,0,0,0,0,"LokJulyopen8"
"578",0,0,0,0,0,0,0,0,0,0,0,0,0,"LokJulyopen9"
"579",0,0,0,0,0,0,0,0,0,0,0,0,0,"LokJulyshrub6"
"580",0,0,0,0,0,0,0,0,0,0,0,0,0,"LokJulyshrub8"
"581",0,0,0,0,0,0,0,0,0,0,0,0,0,"LokSeptshrub1"
"582",0,0,0,0,0,0,0,0,0,0,0,0,0,"LokSeptshrub9"
"583",0,0,0,0,0,0,0,0,0,0,0,0,0,"MovAugopen7"
"584",0,0,0,0,0,0,0,0,0,0,0,0,0,"MovJulyopen1"
"585",0,0,0,0,0,0,0,0,0,0,0,0,0,"MovSeptshrub10"
"586",0,0,0,0,0,0,0,0,0,0,0,0,0,"MovSeptshrub7"
"587",0,0,0,0,0,0,0,0,0,0,0,0,0,"MovSeptshrub8"
"588",0,0,0,0,0,0,0,0,0,0,0,0,0,"PaPlAugopen1"
"589",0,0,0,0,0,0,0,0,0,0,0,0,0,"PaPlAugopen4"
"590",0,0,0,0,0,0,0,0,0,0,0,0,0,"PaPlAugopen5"
"591",0,0,0,0,0,0,0,0,0,0,0,0,0,"PaPlAugopen8"
"592",0,0,0,0,0,0,0,0,0,0,0,0,0,"PaPlAugshrub1"
"593",0,0,0,0,0,0,0,0,0,0,0,0,0,"PaPlAugshrub4"
"594",0,0,0,0,0,0,0,0,0,0,0,0,0,"PaPlJulyshrub6"
"595",0,0,0,0,0,0,0,0,0,0,0,0,0,"PaPlSeptopen4"
"596",0,0,0,0,0,0,0,0,0,0,0,0,0,"PaPlSeptopen9"
"597",0,0,0,0,0,0,0,0,0,0,0,0,0,"PaPlSeptshrub10"
"598",0,0,0,0,0,0,0,0,0,0,0,0,0,"PaPlSeptshrub11"
"599",0,0,0,0,0,0,0,0,0,0,0,0,0,"SemiTAugopen10"
"600",0,0,0,0,0,0,0,0,0,0,0,0,0,"SemiTAugopen11"
"601",0,0,0,0,0,0,0,0,0,0,0,0,0,"SemiTAugopen3"
"602",0,0,0,0,0,0,0,0,0,0,0,0,0,"SemiTAugopen4"
"603",0,0,0,0,0,0,0,0,0,0,0,0,0,"SemiTAugopen6"
"604",0,0,0,0,0,0,0,0,0,0,0,0,0,"SemiTAugshrub10"
"605",0,0,0,0,0,0,0,0,0,0,0,0,0,"SemiTAugshrub11"
"606",0,0,0,0,0,0,0,0,0,0,0,0,0,"SemiTAugshrub4"
"607",0,0,0,0,0,0,0,0,0,0,0,0,0,"SemiTAugshrub7"
"608",0,0,0,0,0,0,0,0,0,0,0,0,0,"SemiTJulyshrub10"
"609",0,0,0,0,0,0,0,0,0,0,0,0,0,"SemiTJulyshrub11"
"610",0,0,0,0,0,0,0,0,0,0,0,0,0,"SemiTJulyshrub3"
"611",0,0,0,0,0,0,0,0,0,0,0,0,0,"SemiTSeptopen8"
"612",0,0,0,0,0,0,0,0,0,0,0,0,0,"SemiTSeptshrub10"
"613",0,0,0,0,0,0,0,0,0,0,0,0,0,"SemiTSeptshrub9"
"614",0,0,0,0,0,0,0,0,0,0,0,0,0,"SiCrSeptopen1"
"615",0,0,0,0,0,0,0,0,0,0,0,0,0,"CaSlJulyopen5"
"616",0,0,0,0,0,0,0,0,0,0,0,0,0,"LokJulyshrub1"
"617",0,0,0,0,0,0,0,0,0,0,0,0,0,"LokJulyopen7"
"618",0,0,0,0,0,0,0,0,0,0,0,0,0,"LokJulyopen11"
"619",0,0,0,0,0,0,0,0,0,0,0,0,0,"CoalJulyshrub9"
"620",0,0,0,0,0,0,0,0,0,0,0,0,0,"AvenJulyopen3"
"621",0,0,0,0,0,0,0,0,0,0,0,0,0,"AvenJulyopen12"
"622",0,0,0,0,0,0,0,0,0,0,0,0,0,"PaPlJulyopen7"
"623",0,0,0,0,0,0,0,0,0,0,0,0,0,"AvenAugshrub12"
"624",0,0,0,0,0,0,0,0,0,0,0,0,0,"PaPlAugshrub8"
"625",0,0,0,0,0,0,0,0,0,0,0,0,0,"SemiTSeptshrub11"
"626",0,0,0,0,0,0,0,0,0,0,0,0,0,"SiCrSeptshrub11"
