"","gabi_acc_number","accession_number","citation","genus_name_pub","species_name_pub","valid_species_name","type_of_data","dubious","note_dubious","locality","country","adm1","adm2","dec_lat","dec_long","bentity2_name","insert_date","update_date"
"79","GABI_01911300","Benoit-Lit-Data-563398","Chialvo P., D. A. Gotzek, D. Shoemaker, and K. G. Ross. 2018. Genetic analyses reveal cryptic diversity in the native North American fire ants (Hymenoptera: Formicidae: Solenopsis). Systematic Entomology 43: 109–122.","Solenopsis","xyloni","Solenopsis.xyloni","Literature","","","19km SSE Calif. Valley, Carrizo Plain Natural Area","USA","California","San Luis Obispo County","35.373485","-119.018755","California","2018/07/24 22:28:10.212726+09","2019/06/30 09:45:05.602033+09"
"80","GABI_01911301","Benoit-Lit-Data-563370","Chialvo P., D. A. Gotzek, D. Shoemaker, and K. G. Ross. 2018. Genetic analyses reveal cryptic diversity in the native North American fire ants (Hymenoptera: Formicidae: Solenopsis). Systematic Entomology 43: 109–122.","Solenopsis","xyloni","Solenopsis.xyloni","Literature","","","Davis","USA","California","Yolo County","35.38374","-117.974681","California","2018/07/24 22:28:10.212726+09","2019/06/30 09:45:05.602033+09"
"81","GABI_01911302","Benoit-Lit-Data-563378","Chialvo P., D. A. Gotzek, D. Shoemaker, and K. G. Ross. 2018. Genetic analyses reveal cryptic diversity in the native North American fire ants (Hymenoptera: Formicidae: Solenopsis). Systematic Entomology 43: 109–122.","Solenopsis","xyloni","Solenopsis.xyloni","Literature","","","Cudahy Camp, Red Rock Canyon State Park","USA","California","Kern County","35.38374","-117.974681","California","2018/07/24 22:28:10.212726+09","2019/06/30 09:45:05.602033+09"
"82","GABI_01911303","Benoit-Lit-Data-563375","Chialvo P., D. A. Gotzek, D. Shoemaker, and K. G. Ross. 2018. Genetic analyses reveal cryptic diversity in the native North American fire ants (Hymenoptera: Formicidae: Solenopsis). Systematic Entomology 43: 109–122.","Solenopsis","xyloni","Solenopsis.xyloni","Literature","","","Death Valley National Park; Texas Spring campground","USA","California","Inyo County","36.45942698","-116.855597","California","2018/07/24 22:28:10.212726+09","2019/06/30 09:45:05.602033+09"
"83","GABI_01911304","Benoit-Lit-Data-563373","Chialvo P., D. A. Gotzek, D. Shoemaker, and K. G. Ross. 2018. Genetic analyses reveal cryptic diversity in the native North American fire ants (Hymenoptera: Formicidae: Solenopsis). Systematic Entomology 43: 109–122.","Solenopsis","xyloni","Solenopsis.xyloni","Literature","","","~11 miles W of CA-190 & CA-127 intersect. Between Death Valley Jct and Death Valley N.P.","USA","California","Inyo County","36.34214303","-116.603615","California","2018/07/24 22:28:10.212726+09","2019/06/30 09:45:05.602033+09"
"84","GABI_01911305","Benoit-Lit-Data-563396","Chialvo P., D. A. Gotzek, D. Shoemaker, and K. G. Ross. 2018. Genetic analyses reveal cryptic diversity in the native North American fire ants (Hymenoptera: Formicidae: Solenopsis). Systematic Entomology 43: 109–122.","Solenopsis","xyloni","Solenopsis.xyloni","Literature","","","I-8 at 0.5mi E Cameron Station","USA","California","San Diego","32.7166667","-116.4666667","California","2018/07/24 22:28:10.212726+09","2019/06/30 09:45:05.602033+09"
"85","GABI_01911306","Benoit-Lit-Data-563374","Chialvo P., D. A. Gotzek, D. Shoemaker, and K. G. Ross. 2018. Genetic analyses reveal cryptic diversity in the native North American fire ants (Hymenoptera: Formicidae: Solenopsis). Systematic Entomology 43: 109–122.","Solenopsis","xyloni","Solenopsis.xyloni","Literature","","","Death Valley Jct. at Rt.190 & Rt.127","USA","California","Inyo County","36.30407997","-116.414934","California","2018/07/24 22:28:10.212726+09","2019/06/30 09:45:05.602033+09"
"86","GABI_01911307","Benoit-Lit-Data-563377","Chialvo P., D. A. Gotzek, D. Shoemaker, and K. G. Ross. 2018. Genetic analyses reveal cryptic diversity in the native North American fire ants (Hymenoptera: Formicidae: Solenopsis). Systematic Entomology 43: 109–122.","Solenopsis","xyloni","Solenopsis.xyloni","Literature","","","Shoshone","USA","California","Inyo County","35.97587599","-116.270347","California","2018/07/24 22:28:10.212726+09","2019/06/30 09:45:05.602033+09"
"87","GABI_01911308","Benoit-Lit-Data-563376","Chialvo P., D. A. Gotzek, D. Shoemaker, and K. G. Ross. 2018. Genetic analyses reveal cryptic diversity in the native North American fire ants (Hymenoptera: Formicidae: Solenopsis). Systematic Entomology 43: 109–122.","Solenopsis","xyloni","Solenopsis.xyloni","Literature","","","Rt.178 ~13.5 miles NE of Shoshone","USA","California","Inyo County","36.12078602","-116.17901","California","2018/07/24 22:28:10.212726+09","2019/06/30 09:45:05.602033+09"
"88","GABI_01911309","Benoit-Lit-Data-563395","Chialvo P., D. A. Gotzek, D. Shoemaker, and K. G. Ross. 2018. Genetic analyses reveal cryptic diversity in the native North American fire ants (Hymenoptera: Formicidae: Solenopsis). Systematic Entomology 43: 109–122.","Solenopsis","xyloni","Solenopsis.xyloni","Literature","","","Rt. 127 ~6 miles N of Baker","USA","California","San Bernardino County","35.36077104","-116.103196","California","2018/07/24 22:28:10.212726+09","2019/06/30 09:45:05.602033+09"
"89","GABI_01911310","Benoit-Lit-Data-563385","Chialvo P., D. A. Gotzek, D. Shoemaker, and K. G. Ross. 2018. Genetic analyses reveal cryptic diversity in the native North American fire ants (Hymenoptera: Formicidae: Solenopsis). Systematic Entomology 43: 109–122.","Solenopsis","xyloni","Solenopsis.xyloni","Literature","","","Joshua Tree National Park; Pine City Trail","USA","California","Riverside County","34.023711","-116.077701","California","2018/07/24 22:28:10.212726+09","2019/06/30 09:45:05.602033+09"
"90","GABI_01911311","Benoit-Lit-Data-563384","Chialvo P., D. A. Gotzek, D. Shoemaker, and K. G. Ross. 2018. Genetic analyses reveal cryptic diversity in the native North American fire ants (Hymenoptera: Formicidae: Solenopsis). Systematic Entomology 43: 109–122.","Solenopsis","xyloni","Solenopsis.xyloni","Literature","","","Joshua Tree National Park; Jumbo Rocks campground","USA","California","Riverside County","33.991001","-116.062181","California","2018/07/24 22:28:10.212726+09","2019/06/30 09:45:05.602033+09"
"91","GABI_01911312","Benoit-Lit-Data-563386","Chialvo P., D. A. Gotzek, D. Shoemaker, and K. G. Ross. 2018. Genetic analyses reveal cryptic diversity in the native North American fire ants (Hymenoptera: Formicidae: Solenopsis). Systematic Entomology 43: 109–122.","Solenopsis","xyloni","Solenopsis.xyloni","Literature","","","Joshua Tree National Park; Skull Rock trail","USA","California","Riverside County","33.996321","-116.060366","California","2018/07/24 22:28:10.212726+09","2019/06/30 09:45:05.602033+09"
"92","GABI_01911314","Benoit-Lit-Data-563387","Chialvo P., D. A. Gotzek, D. Shoemaker, and K. G. Ross. 2018. Genetic analyses reveal cryptic diversity in the native North American fire ants (Hymenoptera: Formicidae: Solenopsis). Systematic Entomology 43: 109–122.","Solenopsis","xyloni","Solenopsis.xyloni","Literature","","","I-15 & Excelsion Mine Rd. intersection","USA","California","San Bernardino County","35.44757604","-115.677313","California","2018/07/24 22:28:10.212726+09","2019/06/30 09:45:05.602033+09"
"93","GABI_01911315","Benoit-Lit-Data-563394","Chialvo P., D. A. Gotzek, D. Shoemaker, and K. G. Ross. 2018. Genetic analyses reveal cryptic diversity in the native North American fire ants (Hymenoptera: Formicidae: Solenopsis). Systematic Entomology 43: 109–122.","Solenopsis","xyloni","Solenopsis.xyloni","Literature","","","Mojave National Reserve, intersection Kelbaker Rd & dirt road to Kelso Dunes,","USA","California","San Bernardino County","34.90053498","-115.649212","California","2018/07/24 22:28:10.212726+09","2019/06/30 09:45:05.602033+09"
"94","GABI_01911316","Benoit-Lit-Data-563388","Chialvo P., D. A. Gotzek, D. Shoemaker, and K. G. Ross. 2018. Genetic analyses reveal cryptic diversity in the native North American fire ants (Hymenoptera: Formicidae: Solenopsis). Systematic Entomology 43: 109–122.","Solenopsis","xyloni","Solenopsis.xyloni","Literature","","","Mojave National Reserve, 5 miles N jct. Kelbaker Rd & dirt road to Kelso Dunes,","USA","California","San Bernardino County","34.97096996","-115.64502","California","2018/07/24 22:28:11.963609+09","2019/06/30 09:45:05.602033+09"
"95","GABI_01911317","Benoit-Lit-Data-563389","Chialvo P., D. A. Gotzek, D. Shoemaker, and K. G. Ross. 2018. Genetic analyses reveal cryptic diversity in the native North American fire ants (Hymenoptera: Formicidae: Solenopsis). Systematic Entomology 43: 109–122.","Solenopsis","xyloni","Solenopsis.xyloni","Literature","","","Mojave National Reserve, Essex Rd & Black Canyon Rd jct.,","USA","California","San Bernardino County","34.908447","-115.423817","California","2018/07/24 22:28:11.963609+09","2019/06/30 09:45:05.602033+09"
"96","GABI_01911318","Benoit-Lit-Data-563393","Chialvo P., D. A. Gotzek, D. Shoemaker, and K. G. Ross. 2018. Genetic analyses reveal cryptic diversity in the native North American fire ants (Hymenoptera: Formicidae: Solenopsis). Systematic Entomology 43: 109–122.","Solenopsis","xyloni","Solenopsis.xyloni","Literature","","","Mojave National Reserve, Hole-in-the-Wall campground,","USA","California","San Bernardino County","35.050542","-115.393506","California","2018/07/24 22:28:11.963609+09","2019/06/30 09:45:05.602033+09"
"97","GABI_01911331","Benoit-Lit-Data-563337","Chialvo P., D. A. Gotzek, D. Shoemaker, and K. G. Ross. 2018. Genetic analyses reveal cryptic diversity in the native North American fire ants (Hymenoptera: Formicidae: Solenopsis). Systematic Entomology 43: 109–122.","Solenopsis","xyloni","Solenopsis.xyloni","Literature","","","exit 27 (Black Rock Rd.) off I-15","USA","Arizona","Mohave County","36.98458197","-113.645606","Arizona","2018/07/24 22:28:11.963609+09","2019/06/30 09:45:05.602033+09"
"98","GABI_01911319","Benoit-Lit-Data-563392","Chialvo P., D. A. Gotzek, D. Shoemaker, and K. G. Ross. 2018. Genetic analyses reveal cryptic diversity in the native North American fire ants (Hymenoptera: Formicidae: Solenopsis). Systematic Entomology 43: 109–122.","Solenopsis","xyloni","Solenopsis.xyloni","Literature","","","Mojave National Reserve, Essex Road, ~5 miles S Essex Rd & Black Canyon Rd jct.","USA","California","San Bernardino County","34.844697","-115.381721","California","2018/07/24 22:28:11.963609+09","2019/06/30 09:45:05.602033+09"
"99","GABI_01911320","Benoit-Lit-Data-563390","Chialvo P., D. A. Gotzek, D. Shoemaker, and K. G. Ross. 2018. Genetic analyses reveal cryptic diversity in the native North American fire ants (Hymenoptera: Formicidae: Solenopsis). Systematic Entomology 43: 109–122.","Solenopsis","xyloni","Solenopsis.xyloni","Literature","","","Mojave National Reserve, Essex Road, ~10 miles S Essex Rd & Black Canyon Rd jct.","USA","California","San Bernardino County","34.808848","-115.333127","California","2018/07/24 22:28:11.963609+09","2019/06/30 09:45:05.602033+09"
"100","GABI_01911321","Benoit-Lit-Data-563391","Chialvo P., D. A. Gotzek, D. Shoemaker, and K. G. Ross. 2018. Genetic analyses reveal cryptic diversity in the native North American fire ants (Hymenoptera: Formicidae: Solenopsis). Systematic Entomology 43: 109–122.","Solenopsis","xyloni","Solenopsis.xyloni","Literature","","","Mojave National Reserve, Essex Road, ~10 miles S Essex Rd & Black Canyon Rd jct.","USA","California","San Bernardino County","34.808848","-115.333127","California","2018/07/24 22:28:11.963609+09","2019/06/30 09:45:05.602033+09"
"101","GABI_01911322","Benoit-Lit-Data-563407","Chialvo P., D. A. Gotzek, D. Shoemaker, and K. G. Ross. 2018. Genetic analyses reveal cryptic diversity in the native North American fire ants (Hymenoptera: Formicidae: Solenopsis). Systematic Entomology 43: 109–122.","Solenopsis","xyloni","Solenopsis.xyloni","Literature","","","Las Vegas Blvd. ~9.5 miles S of Las Vegas","USA","Nevada","Clark County","35.88223496","-115.226343","Nevada","2018/07/24 22:28:11.963609+09","2019/06/30 09:45:05.602033+09"
"102","GABI_01911323","Benoit-Lit-Data-563406","Chialvo P., D. A. Gotzek, D. Shoemaker, and K. G. Ross. 2018. Genetic analyses reveal cryptic diversity in the native North American fire ants (Hymenoptera: Formicidae: Solenopsis). Systematic Entomology 43: 109–122.","Solenopsis","xyloni","Solenopsis.xyloni","Literature","","","exit 90 off I-15 twd Moapa, at Muddy River wash","USA","Nevada","Clark County","36.66202001","-114.57668","Nevada","2018/07/24 22:28:11.963609+09","2019/06/30 09:45:05.602033+09"
"103","GABI_01911324","Benoit-Lit-Data-563405","Chialvo P., D. A. Gotzek, D. Shoemaker, and K. G. Ross. 2018. Genetic analyses reveal cryptic diversity in the native North American fire ants (Hymenoptera: Formicidae: Solenopsis). Systematic Entomology 43: 109–122.","Solenopsis","xyloni","Solenopsis.xyloni","Literature","","","exit 90 off I-15 twd Moapa, at Muddy River wash","USA","Nevada","Clark County","36.66206997","-114.576649","Nevada","2018/07/24 22:28:11.963609+09","2019/06/30 09:45:05.602033+09"
"104","GABI_01911325","Benoit-Lit-Data-563340","Chialvo P., D. A. Gotzek, D. Shoemaker, and K. G. Ross. 2018. Genetic analyses reveal cryptic diversity in the native North American fire ants (Hymenoptera: Formicidae: Solenopsis). Systematic Entomology 43: 109–122.","Solenopsis","xyloni","Solenopsis.xyloni","Literature","","","Rt.68, mile post 4, La Puerta Rd. turn-off","USA","Arizona","Mohave County","35.186019","-114.502088","Arizona","2018/07/24 22:28:11.963609+09","2019/06/30 09:45:05.602033+09"
"105","GABI_01911326","Benoit-Lit-Data-563404","Chialvo P., D. A. Gotzek, D. Shoemaker, and K. G. Ross. 2018. Genetic analyses reveal cryptic diversity in the native North American fire ants (Hymenoptera: Formicidae: Solenopsis). Systematic Entomology 43: 109–122.","Solenopsis","xyloni","Solenopsis.xyloni","Literature","","","exit 100 off I-15","USA","Nevada","Clark County","36.73411301","-114.436018","Nevada","2018/07/24 22:28:11.963609+09","2019/06/30 09:45:05.602033+09"
"106","GABI_01911327","Benoit-Lit-Data-563408","Chialvo P., D. A. Gotzek, D. Shoemaker, and K. G. Ross. 2018. Genetic analyses reveal cryptic diversity in the native North American fire ants (Hymenoptera: Formicidae: Solenopsis). Systematic Entomology 43: 109–122.","Solenopsis","xyloni","Solenopsis.xyloni","Literature","","","Mesquite, exit 120 off I-15","USA","Nevada","Clark County","36.80279701","-114.105402","Nevada","2018/07/24 22:28:11.963609+09","2019/06/30 09:45:05.602033+09"
"107","GABI_01911328","Benoit-Lit-Data-563339","Chialvo P., D. A. Gotzek, D. Shoemaker, and K. G. Ross. 2018. Genetic analyses reveal cryptic diversity in the native North American fire ants (Hymenoptera: Formicidae: Solenopsis). Systematic Entomology 43: 109–122.","Solenopsis","xyloni","Solenopsis.xyloni","Literature","","","Kingman, exit 51 (Stockton Hill Rd.) off I-40","USA","Arizona","Mohave County","35.21638303","-114.034453","Arizona","2018/07/24 22:28:11.963609+09","2019/06/30 09:45:05.602033+09"
"108","GABI_01911329","Benoit-Lit-Data-563338","Chialvo P., D. A. Gotzek, D. Shoemaker, and K. G. Ross. 2018. Genetic analyses reveal cryptic diversity in the native North American fire ants (Hymenoptera: Formicidae: Solenopsis). Systematic Entomology 43: 109–122.","Solenopsis","xyloni","Solenopsis.xyloni","Literature","","","exit 8 (Littlefield) off I-16","USA","Arizona","Mohave County","36.89097103","-113.928472","Arizona","2018/07/24 22:28:11.963609+09","2019/06/30 09:45:05.602033+09"
"109","GABI_01911332","Benoit-Lit-Data-563448","Chialvo P., D. A. Gotzek, D. Shoemaker, and K. G. Ross. 2018. Genetic analyses reveal cryptic diversity in the native North American fire ants (Hymenoptera: Formicidae: Solenopsis). Systematic Entomology 43: 109–122.","Solenopsis","xyloni","Solenopsis.xyloni","Literature","","","St. George, exit 4 off I-15, Pioneer Rd & parking lot","USA","Utah","Washington County","37.06339398","-113.584307","Utah","2018/07/24 22:28:11.963609+09","2019/06/30 09:45:05.602033+09"
"110","GABI_01911333","Benoit-Lit-Data-563447","Chialvo P., D. A. Gotzek, D. Shoemaker, and K. G. Ross. 2018. Genetic analyses reveal cryptic diversity in the native North American fire ants (Hymenoptera: Formicidae: Solenopsis). Systematic Entomology 43: 109–122.","Solenopsis","xyloni","Solenopsis.xyloni","Literature","","","SR-9 & 3400W intersect., dirt road next to gas station","USA","Utah","Washington County","37.16955003","-113.367263","Utah","2018/07/24 22:28:11.963609+09","2019/06/30 09:45:05.602033+09"
"111","GABI_01911335","Benoit-Lit-Data-563446","Chialvo P., D. A. Gotzek, D. Shoemaker, and K. G. Ross. 2018. Genetic analyses reveal cryptic diversity in the native North American fire ants (Hymenoptera: Formicidae: Solenopsis). Systematic Entomology 43: 109–122.","Solenopsis","xyloni","Solenopsis.xyloni","Literature","","","Hurricane, Community Center park, corner of Main St. & 100S","USA","Utah","Washington County","37.17539901","-113.288275","Utah","2018/07/24 22:28:11.963609+09","2019/06/30 09:45:05.602033+09"
"112","GABI_01911338","Benoit-Lit-Data-563358","Chialvo P., D. A. Gotzek, D. Shoemaker, and K. G. Ross. 2018. Genetic analyses reveal cryptic diversity in the native North American fire ants (Hymenoptera: Formicidae: Solenopsis). Systematic Entomology 43: 109–122.","Solenopsis","xyloni","Solenopsis.xyloni","Literature","","","Rt.89","USA","Arizona","Yavapai County","34.20047399","-112.807463","Arizona","2018/07/24 22:28:11.963609+09","2019/06/30 09:45:05.602033+09"
"113","GABI_01911339","Benoit-Lit-Data-563330","Chialvo P., D. A. Gotzek, D. Shoemaker, and K. G. Ross. 2018. Genetic analyses reveal cryptic diversity in the native North American fire ants (Hymenoptera: Formicidae: Solenopsis). Systematic Entomology 43: 109–122.","Solenopsis","xyloni","Solenopsis.xyloni","Literature","","","4 mi SE Vulture Mine, creosote flats","USA","Arizona","Maricopa County","33.8","-112.785","Arizona","2018/07/24 22:28:11.963609+09","2019/06/30 09:45:05.602033+09"
"114","GABI_01911354","Benoit-Lit-Data-563342","Chialvo P., D. A. Gotzek, D. Shoemaker, and K. G. Ross. 2018. Genetic analyses reveal cryptic diversity in the native North American fire ants (Hymenoptera: Formicidae: Solenopsis). Systematic Entomology 43: 109–122.","Solenopsis","xyloni","Solenopsis.xyloni","Literature","","","Molino Basin Campground, Nest under stone","USA","Arizona","Pima County","32.33333333","-110.7194444","Arizona","2018/07/24 22:28:11.963609+09","2019/06/30 09:45:05.602033+09"
"115","GABI_01911345","Benoit-Lit-Data-563344","Chialvo P., D. A. Gotzek, D. Shoemaker, and K. G. Ross. 2018. Genetic analyses reveal cryptic diversity in the native North American fire ants (Hymenoptera: Formicidae: Solenopsis). Systematic Entomology 43: 109–122.","Solenopsis","xyloni","Solenopsis.xyloni","Literature","","","0.5 km N San Tan Mtn, creosote flats","USA","Arizona","Pinal County","33.2","-111.7166667","Arizona","2018/07/24 22:28:11.963609+09","2019/06/30 09:45:05.602033+09"
"116","GABI_01911346","Benoit-Lit-Data-563345","Chialvo P., D. A. Gotzek, D. Shoemaker, and K. G. Ross. 2018. Genetic analyses reveal cryptic diversity in the native North American fire ants (Hymenoptera: Formicidae: Solenopsis). Systematic Entomology 43: 109–122.","Solenopsis","xyloni","Solenopsis.xyloni","Literature","","","McCartney Rd at 2 mi E Jct I-10, Atriplex association","USA","Arizona","Pinal County","32.9333333","-111.6666667","Arizona","2018/07/24 22:28:11.963609+09","2019/06/30 09:45:05.602033+09"
"117","GABI_01911347","Benoit-Lit-Data-563331","Chialvo P., D. A. Gotzek, D. Shoemaker, and K. G. Ross. 2018. Genetic analyses reveal cryptic diversity in the native North American fire ants (Hymenoptera: Formicidae: Solenopsis). Systematic Entomology 43: 109–122.","Solenopsis","xyloni","Solenopsis.xyloni","Literature","","","Bush Hwy at 1 mi S Hwy 87","USA","Arizona","Maricopa County","33.61666667","-111.55","Arizona","2018/07/24 22:28:11.963609+09","2019/06/30 09:45:05.602033+09"
"118","GABI_01911348","Benoit-Lit-Data-563333","Chialvo P., D. A. Gotzek, D. Shoemaker, and K. G. Ross. 2018. Genetic analyses reveal cryptic diversity in the native North American fire ants (Hymenoptera: Formicidae: Solenopsis). Systematic Entomology 43: 109–122.","Solenopsis","xyloni","Solenopsis.xyloni","Literature","","","Jct Hwy 87& Four Peaks Rd","USA","Arizona","Maricopa County","33.66666667","-111.5166667","Arizona","2018/07/24 22:28:11.963609+09","2019/06/30 09:45:05.602033+09"
